year,state_district,party,party_incumbent,candidate_incumbent,candidate_incumbent_vote,R_win_pct
2010,California40,republican,republican,1,0.6254904076479855,1.0
2010,California41,republican,republican,1,0.6164901430228064,1.0
2010,California42,republican,republican,1,0.6015806283776343,0.5625
2010,California43,democrat,democrat,1,0.6914371115979332,0.8125
2010,California44,republican,republican,1,0.5119116563643742,0.6923076923076923
2010,California45,republican,republican,1,0.5829100799422973,1.0
2010,California46,republican,republican,1,0.5251667677380231,0.625
2010,California47,democrat,democrat,1,0.6948957793889177,0.625
2010,California48,republican,republican,1,0.5560637767167042,1.0
2010,California49,republican,republican,1,0.582955914738023,0.75
2010,California5,democrat,democrat,1,0.7426556035359816,0.0
2010,California50,republican,republican,1,0.5023955190078532,0.375
2010,California51,democrat,democrat,1,0.7274917208389549,0.625
2010,California52,republican,republican,0,0.0,1.0
2010,California53,democrat,democrat,1,0.6848672423601736,0.0
2010,California6,democrat,democrat,1,0.7169139910476273,0.0
2010,California7,democrat,democrat,1,0.7282012837932812,0.0
2010,California8,democrat,democrat,1,0.7186613706717336,0.0
2010,California9,democrat,democrat,1,0.8606448126801153,0.0
2010,Colorado1,democrat,democrat,1,0.7193570253419289,0.0
2010,Colorado2,democrat,democrat,1,0.6259974910269366,0.0
2010,Colorado3,republican,democrat,0,0.0,0.4375
2010,Colorado4,republican,democrat,0,0.0,1.0
2010,Colorado5,republican,republican,1,0.6003041207044589,1.0
2010,Colorado6,republican,republican,1,0.6066923649870863,0.9230769230769232
2010,Colorado7,democrat,democrat,1,0.6348171074434461,0.6666666666666666
2010,Connecticut1,democrat,democrat,1,0.6580558064941788,0.0
2010,Connecticut2,democrat,democrat,0,0.0,0.1875
2010,Connecticut3,democrat,democrat,1,0.6885777891366925,0.0625
2010,Connecticut4,democrat,democrat,0,0.0,1.0
2010,Connecticut5,democrat,democrat,1,0.5325434402640613,0.5625
2010,Delaware0,democrat,republican,0,0.0,0.6875
2010,Florida1,republican,republican,1,0.7018403167590145,0.4375
2010,Florida10,republican,republican,1,0.6068023371622071,0.9375
2010,Florida11,democrat,democrat,1,0.7165581420692715,0.0
2010,Florida12,republican,republican,0,0.0,0.9375
2010,Florida13,republican,republican,1,0.5553919064337656,0.8125
2010,Florida14,republican,republican,1,0.5943565737209936,0.5
2010,Florida15,republican,republican,1,0.5309930886973535,0.75
2010,Florida16,republican,republican,0,0.0,0.5384615384615384
2010,Florida17,democrat,democrat,0,0.0,0.0
2010,Florida18,republican,republican,1,0.5786969780525044,0.6923076923076923
2010,Florida19,democrat,democrat,0,0.0,0.0
2010,Florida2,republican,democrat,0,0.0,0.0
2010,Florida20,democrat,democrat,1,0.7747623176559116,0.0
2010,Florida21,republican,republican,0,0.0,1.0
2010,Florida22,republican,democrat,0,0.0,0.75
2010,Florida23,democrat,democrat,1,0.8218262912137552,0.0
2010,Florida24,republican,democrat,0,0.0,1.0
2010,Florida25,republican,republican,0,0.0,1.0
2010,Florida3,democrat,democrat,1,1.0,0.0
2010,Florida4,republican,republican,1,0.652546863808154,0.625
2010,Florida5,republican,republican,0,0.0,0.6875
2010,Florida6,republican,republican,1,0.6088751510173167,0.8125
2010,Florida7,republican,republican,1,0.6200336092547525,0.5
2010,Florida8,republican,democrat,0,0.0,0.8125
2010,Florida9,republican,republican,1,0.621712622496254,0.875
2010,Georgia1,republican,republican,1,0.6653324456351721,0.5
2010,Georgia10,republican,republican,1,0.6072736491231676,0.4375
2010,Georgia11,republican,republican,1,0.6818597937868774,0.75
2010,Georgia12,democrat,democrat,1,0.6600036096015401,0.3333333333333333
2010,Georgia13,democrat,democrat,1,0.690449605853024,0.0
2010,Georgia2,democrat,democrat,0,0.0,0.0
2010,Georgia3,republican,republican,1,0.6569414443341701,0.375
2010,Georgia4,democrat,democrat,0,0.0,0.25
2010,Georgia5,democrat,democrat,1,0.9995420651995472,0.0
2010,Georgia6,republican,republican,1,0.6848265601012805,0.9375
2010,Georgia7,republican,republican,0,0.0,0.4375
2010,Georgia8,republican,democrat,0,0.0,0.375
2010,Georgia9,republican,republican,0,0.0,0.375
2010,Hawaii1,democrat,democrat,0,0.0,0.125
2010,Hawaii2,democrat,democrat,1,0.6975045238395825,0.0
2010,Idaho1,republican,democrat,0,0.0,0.875
2010,Idaho2,republican,republican,1,0.7089231638457006,0.75
2010,Illinois1,democrat,democrat,1,0.8586535591771464,0.0
2010,Illinois10,republican,republican,0,0.0,0.875
2010,Illinois11,republican,democrat,0,0.0,0.4375
2010,Illinois12,democrat,democrat,1,0.7139656785643619,0.5
2010,Illinois13,republican,republican,1,0.5355344301316572,1.0
2010,Illinois14,republican,democrat,0,0.0,1.0
2010,Illinois15,republican,republican,1,0.6418936997880034,1.0
2010,Illinois16,republican,republican,1,0.60867016847095,0.9375
2010,Illinois17,republican,democrat,0,0.0,0.1875
2010,Illinois18,republican,republican,1,0.5888296225587575,1.0
2010,Illinois19,republican,republican,1,0.6446168909562754,0.4375
2010,Illinois2,democrat,democrat,0,0.0,0.0
2010,Illinois3,democrat,democrat,1,0.7327533499770724,0.0
2010,Illinois4,democrat,democrat,1,0.8060470180364742,0.375
2010,Illinois5,democrat,democrat,0,0.0,0.0625
2010,Illinois6,republican,republican,1,0.5757046159594882,1.0
2010,Illinois7,democrat,democrat,1,0.8501753866272664,0.0
2010,Illinois8,republican,democrat,0,0.0,0.375
2010,Illinois9,democrat,democrat,0,0.0,0.0
2010,Indiana1,democrat,democrat,1,0.7090014254207119,0.0
2010,Indiana2,democrat,democrat,1,0.6709099110064222,0.375
2010,Indiana3,republican,republican,0,0.0,0.5
2010,Indiana4,republican,republican,0,0.0,0.875
2010,Indiana5,republican,republican,1,0.6554870385575683,0.8125
2010,Indiana6,republican,republican,1,0.6395195671572029,0.8125
2010,Indiana7,democrat,democrat,0,0.0,0.8125
2010,Indiana8,republican,democrat,0,0.0,0.5
2010,Indiana9,republican,democrat,0,0.0,0.0625
2010,Iowa1,democrat,democrat,1,0.6460664063849636,0.9375
2010,Iowa2,democrat,democrat,1,0.5724263877136986,0.875
2010,Iowa3,democrat,democrat,1,0.5640369979498723,0.4375
2010,Iowa4,republican,republican,1,0.6056681166803829,0.4375
2010,Iowa5,republican,republican,1,0.5983778529258323,0.75
2010,Kansas1,republican,republican,0,0.0,1.0
2010,Kansas2,republican,republican,0,0.0,0.5
2010,Kansas3,republican,democrat,0,0.0,0.6875
2010,Kansas4,republican,republican,0,0.0,0.4375
2010,Kentucky1,republican,republican,1,0.6434826905985129,0.4375
2010,Kentucky2,republican,republican,0,0.0,0.4375
2010,Kentucky3,democrat,democrat,1,0.593654075778315,0.3125
2010,Kentucky4,republican,republican,1,0.6303374547238028,0.8125
2010,Kentucky5,republican,republican,1,0.8410969838645305,1.0
2010,Kentucky6,democrat,democrat,1,0.6465783678468754,0.625
2010,Louisiana1,republican,republican,1,0.6568173690222807,0.9375
2010,Louisiana2,democrat,republican,0,0.0,0.0
2010,Louisiana3,republican,democrat,0,0.0,0.375
2010,Louisiana4,republican,republican,1,0.4807177116190641,0.5
2010,Louisiana5,republican,republican,1,1.0,0.4375
2010,Louisiana6,republican,republican,0,0.0,1.0
2010,Louisiana7,republican,republican,0,0.0,0.125
2010,Maine1,democrat,democrat,1,0.5489896117834574,0.375
2010,Maine2,democrat,democrat,1,0.6743537321706373,0.5625
2010,Maryland1,republican,democrat,0,0.0,0.6875
2010,Maryland2,democrat,democrat,1,0.7186184784300101,0.5625
2010,Maryland3,democrat,democrat,1,0.696571698216435,0.0
2010,Maryland4,democrat,democrat,1,0.8582528008068181,0.3125
2010,Maryland5,democrat,democrat,1,0.736468315099611,0.0
2010,Maryland6,republican,republican,1,0.5776271801775908,0.5
2010,Maryland7,democrat,democrat,1,0.7949758758128802,0.0
2010,Maryland8,democrat,democrat,1,0.7507499656878444,0.5625
2010,Massachusetts1,democrat,democrat,1,0.6966542534809135,0.4375
2010,Massachusetts10,democrat,democrat,0,0.0,0.1875
2010,Massachusetts2,democrat,democrat,1,0.7638648067270712,0.0
2010,Massachusetts3,democrat,democrat,1,0.750437663814846,0.125
2010,Massachusetts4,democrat,democrat,1,0.6430476287001083,0.0
2010,Massachusetts5,democrat,democrat,1,0.7471866453701591,0.0
2010,Massachusetts6,democrat,democrat,1,0.6678593992642847,0.125
2010,Massachusetts7,democrat,democrat,1,0.704837156800903,0.0
2010,Massachusetts8,democrat,democrat,1,0.7603283431620447,0.0
2010,Massachusetts9,democrat,democrat,1,0.7629197908134333,0.0
2010,Michigan1,republican,democrat,0,0.0,0.0
2010,Michigan10,republican,republican,1,0.6630293754656893,0.5
2010,Michigan11,republican,republican,1,0.5141084992844355,1.0
2010,Michigan12,democrat,democrat,1,0.7206605537484312,0.0
2010,Michigan13,democrat,democrat,0,0.0,0.0
2010,Michigan14,democrat,democrat,0,0.0,0.0
2010,Michigan15,democrat,democrat,1,0.7070314525649201,0.0
2010,Michigan2,republican,republican,0,0.0,1.0
2010,Michigan3,republican,republican,0,0.0,0.5625
2010,Michigan4,republican,republican,1,0.6194096384080736,1.0
2010,Michigan5,democrat,democrat,1,0.7035982175423017,0.5
2010,Michigan6,republican,republican,1,0.5886418100023151,0.5625
2010,Michigan7,republican,democrat,0,0.0,0.5
2010,Michigan8,republican,republican,1,0.5652766677636218,0.3125
2010,Michigan9,democrat,democrat,0,0.0,0.6875
2010,Minnesota1,democrat,democratic-farmer-labor,1,0.6250090252707581,0.5625
2010,Minnesota2,republican,republican,1,0.5728524903022383,0.75
2010,Minnesota3,republican,republican,1,0.48477393905240795,0.875
2010,Minnesota4,democrat,democratic-farmer-labor,1,0.6843502585295774,0.0
2010,Minnesota5,democrat,democratic-farmer-labor,1,0.7088400511856036,0.0
2010,Minnesota6,republican,republican,1,0.4640607820124776,0.25
2010,Minnesota7,democrat,democratic-farmer-labor,1,0.7219619931358842,0.375
2010,Minnesota8,republican,democratic-farmer-labor,0,0.0,0.0
2010,Mississippi1,republican,democrat,0,0.0,0.4375
2010,Mississippi2,democrat,democrat,1,0.6905024488817344,0.125
2010,Mississippi3,republican,republican,1,0.6253751441169482,0.375
2010,Mississippi4,republican,democrat,0,0.0,0.25
2010,Missouri1,democrat,democrat,1,0.8685641853786742,0.0
2010,Missouri2,republican,republican,1,0.6227706101262294,0.625
2010,Missouri3,democrat,democrat,1,0.6636815692084793,0.0
2010,Missouri4,republican,democrat,0,0.0,0.0
2010,Missouri5,democrat,democrat,1,0.6437315405577403,0.0
2010,Missouri6,republican,republican,1,0.594274551782739,0.75
2010,Missouri7,republican,republican,0,0.0,1.0
2010,Missouri8,republican,republican,1,0.7143606623354223,0.8125
2010,Missouri9,republican,republican,1,0.4999487728775672,0.375
2010,Montana0,republican,republican,0,0.0,0.75
2010,Nebraska1,republican,republican,1,0.7036108363138269,1.0
2010,Nebraska2,republican,republican,1,0.5192656738612259,0.6875
2010,Nebraska3,republican,republican,1,0.7687402394586154,1.0
2010,Nevada1,democrat,democrat,1,0.6764749565354138,0.15384615384615385
2010,Nevada2,republican,republican,1,0.5182416848749697,1.0
2010,Nevada3,republican,democrat,0,0.0,1.0
2010,New Hampshire1,republican,democrat,0,0.0,0.6875
2010,New Hampshire2,republican,democrat,0,0.0,0.8125
2010,New Jersey1,democrat,democrat,1,0.7239976574308188,0.0
2010,New Jersey10,democrat,democrat,1,0.9892428678700528,0.0
2010,New Jersey11,republican,republican,1,0.6184421579750401,0.75
2010,New Jersey12,democrat,democrat,1,0.6311845543341565,0.6875
2010,New Jersey13,democrat,democrat,1,0.7535507940382966,0.4375
2010,New Jersey2,republican,republican,1,0.5905692602961633,0.4375
2010,New Jersey3,republican,democrat,0,0.0,0.5
2010,New Jersey4,republican,republican,1,0.6621149498778344,0.875
2010,New Jersey5,republican,republican,1,0.5587349153902662,1.0
2010,New Jersey6,democrat,democrat,0,0.0,0.1875
2010,New Jersey7,republican,republican,1,0.5021885613000122,0.875
2010,New Jersey8,democrat,democrat,0,0.0,0.0625
2010,New Jersey9,democrat,democrat,1,0.6752663197623779,0.1875
2010,New Mexico1,democrat,democrat,0,0.0,1.0
2010,New Mexico2,republican,democrat,0,0.0,0.875
2010,New Mexico3,democrat,democrat,0,0.0,0.0
2010,New York1,democrat,democrat,1,0.4351859244020021,0.375
2010,New York10,democrat,democrat,1,0.6779564698528158,0.0
2010,New York11,democrat,democrat,1,0.6850355862642216,0.0
2010,New York12,democrat,democrat,0,0.0,0.0
2010,New York13,democrat,democrat,1,0.4789023153173996,0.5
2010,New York14,democrat,democrat,1,0.6425023307306841,0.3125
2010,New York15,democrat,democrat,1,0.6949449133011637,0.3125
2010,New York16,democrat,democrat,0,0.0,0.0
2010,New York17,democrat,democrat,1,0.6140175989169897,0.0625
2010,New York18,democrat,democrat,1,0.5541373647476393,0.125
2010,New York19,democrat,democrat,1,0.4404636360799975,0.4375
2010,New York2,democrat,democrat,1,0.4871452533843886,0.25
2010,New York20,republican,democrat,0,0.0,0.5
2010,New York21,democrat,democrat,0,0.0,0.3125
2010,New York22,democrat,democrat,1,0.5075387277578232,0.625
2010,New York23,democrat,republican,0,0.0,0.5625
2010,New York24,democrat,democrat,1,0.4301275370949332,0.75
2010,New York25,democrat,democrat,1,0.4602706561549445,0.9375
2010,New York26,republican,republican,0,0.0,0.6875
2010,New York27,democrat,democrat,0,0.0,0.625
2010,New York28,democrat,democrat,1,0.5715940813646846,0.0
2010,New York29,republican,democrat,0,0.0,0.625
2010,New York3,republican,republican,1,0.4662090236219981,0.4375
2010,New York4,democrat,democrat,1,0.5081618168914124,0.625
2010,New York5,democrat,democrat,1,0.514346254033669,0.5
2010,New York6,democrat,democrat,1,0.6712117754450023,0.0
2010,New York7,democrat,democrat,1,0.6028846306413993,0.0
2010,New York8,democrat,democrat,1,0.6008371670582661,0.0
2010,New York9,democrat,democrat,1,0.5224651597971143,0.0
2010,North Carolina1,democrat,democrat,1,0.7028267662275632,0.0
2010,North Carolina10,republican,republican,1,0.5755093425535978,1.0
2010,North Carolina11,democrat,democrat,1,0.6196128153652896,0.625
2010,North Carolina12,democrat,democrat,1,0.7155858704370248,0.0
2010,North Carolina13,democrat,democrat,1,0.6593330990403917,0.0
2010,North Carolina2,republican,democrat,0,0.0,0.0625
2010,North Carolina3,republican,republican,1,0.6589968959320373,0.4375
2010,North Carolina4,democrat,democrat,1,0.6331957741042369,0.125
2010,North Carolina5,republican,republican,1,0.5836848432199631,0.4375
2010,North Carolina6,republican,republican,1,0.6699728092006147,0.8125
2010,North Carolina7,democrat,democrat,1,0.6884435281520193,0.0
2010,North Carolina8,democrat,democrat,1,0.5538212734172131,0.3125
2010,North Carolina9,republican,republican,1,0.6237091929011108,1.0
2010,North Dakota0,republican,democrat,0,0.0,0.125
2010,Ohio1,republican,democrat,0,0.0,0.625
2010,Ohio10,democrat,democrat,1,0.5702061934164585,0.625
2010,Ohio11,democrat,democrat,1,0.8522292840483766,0.1875
2010,Ohio12,republican,republican,1,0.5478734031099814,0.9375
2010,Ohio13,democrat,democrat,1,0.6469799785004031,0.0
2010,Ohio14,republican,republican,1,0.5831696126084037,0.1875
2010,Ohio15,republican,democrat,0,0.0,1.0
2010,Ohio16,republican,democrat,0,0.0,1.0
2010,Ohio17,democrat,democrat,1,0.7814588450334152,0.25
2010,Ohio18,republican,democrat,0,0.0,0.375
2010,Ohio2,republican,republican,1,0.4483119436470219,0.8125
2010,Ohio3,republican,republican,1,0.6331962805996584,0.25
2010,Ohio4,republican,republican,1,0.6516787850994038,1.0
2010,Ohio5,republican,republican,1,0.6409099390998999,1.0
2010,Ohio6,republican,democrat,0,0.0,0.5625
2010,Ohio7,republican,republican,1,0.5821534836352018,1.0
2010,Ohio8,republican,republican,1,0.6790367405645001,1.0
2010,Ohio9,democrat,democrat,1,0.7437350535559977,0.0625
2010,Oklahoma1,republican,republican,1,0.6616762574667971,0.6875
2010,Oklahoma2,democrat,democrat,1,0.7046907191408595,0.1875
2010,Oklahoma3,republican,republican,1,0.6971807277225288,0.375
2010,Oklahoma4,republican,republican,1,0.6601632811669434,0.4375
2010,Oklahoma5,republican,republican,0,0.0,1.0
2010,Oregon1,democrat,democrat,1,0.7150291348631143,0.0
2010,Oregon2,republican,republican,1,0.6949899964451391,0.875
2010,Oregon3,democrat,democrat,1,0.7454216535409984,0.0
2010,Oregon4,democrat,democrat,1,0.8234214983869327,0.0
2010,Oregon5,democrat,democrat,1,0.5425488684510897,0.38461538461538464
2010,Pennsylvania1,democrat,democrat,1,0.9076157046573438,0.0
2010,Pennsylvania10,republican,democrat,0,0.0,0.8125
2010,Pennsylvania11,republican,democrat,0,0.0,0.0625
2010,Pennsylvania12,democrat,democrat,0,0.0,0.0
2010,Pennsylvania13,democrat,democrat,1,0.6279420630085515,0.625
2010,Pennsylvania14,democrat,democrat,1,0.9125781426527076,0.0
2010,Pennsylvania15,republican,republican,1,0.5857098584092508,0.75
2010,Pennsylvania16,republican,republican,1,0.5581501276350326,1.0
2010,Pennsylvania17,democrat,democrat,1,0.6367941363083593,0.5
2010,Pennsylvania18,republican,republican,1,0.6406684483949431,0.3125
2010,Pennsylvania19,republican,republican,0,0.0,1.0
2010,Pennsylvania2,democrat,democrat,1,0.8892964514222577,0.0
2010,Pennsylvania3,republican,democrat,0,0.0,0.1875
2010,Pennsylvania4,democrat,democrat,1,0.5585796548554112,0.3125
2010,Pennsylvania5,republican,republican,0,0.0,0.9375
2010,Pennsylvania6,republican,republican,1,0.5210105263157895,0.25
2010,Pennsylvania7,republican,democrat,0,0.0,0.625
2010,Pennsylvania8,republican,democrat,0,0.0,0.5
2010,Pennsylvania9,republican,republican,1,0.6392398588163077,0.625
2010,Rhode Island1,democrat,democrat,0,0.0,0.1875
2010,Rhode Island2,democrat,democrat,1,0.7002307345491836,0.3125
2010,South Carolina1,republican,republican,0,0.0,0.875
2010,South Carolina2,republican,republican,1,0.5373814362157411,1.0
2010,South Carolina3,republican,republican,0,0.0,0.4375
2010,South Carolina4,republican,republican,0,0.0,0.75
2010,South Carolina5,republican,democrat,0,0.0,0.0
2010,South Carolina6,democrat,democrat,1,0.674799613359342,0.0625
2010,South Dakota0,republican,democrat,0,0.0,0.3076923076923077
2010,Tennessee1,republican,republican,0,0.0,1.0
2010,Tennessee2,republican,republican,0,0.0,1.0
2010,Tennessee3,republican,republican,0,0.0,0.4375
2010,Tennessee4,republican,democrat,0,0.0,0.25
2010,Tennessee5,democrat,democrat,1,0.6584386180071262,0.0
2010,Tennessee6,republican,democrat,0,0.0,0.1875
2010,Tennessee7,republican,republican,1,0.6858473685705361,0.8125
2010,Tennessee8,republican,democrat,0,0.0,0.0
2010,Tennessee9,democrat,democrat,1,0.8785409356466709,0.0
2010,Texas1,republican,republican,1,0.8757610297183842,0.125
2010,Texas10,republican,republican,1,0.5388837016599466,0.125
2010,Texas11,republican,republican,1,0.8833078686019863,0.125
2010,Texas12,republican,republican,1,0.6759415673813227,0.375
2010,Texas13,republican,republican,1,0.7764693707716919,0.5625
2010,Texas14,republican,republican,1,1.0,0.5
2010,Texas15,democrat,democrat,0,0.0,0.0
2010,Texas16,democrat,democrat,1,0.8213995451194849,0.0
2010,Texas17,republican,democrat,0,0.0,0.0
2010,Texas18,democrat,democrat,0,0.0,0.0
2010,Texas19,republican,republican,1,0.7243896462334112,0.75
2010,Texas2,republican,republican,1,0.8892257533745697,0.125
2010,Texas20,democrat,democrat,1,0.7189743300104487,0.0
2010,Texas21,republican,republican,1,0.7999704287826516,0.9375
2010,Texas22,republican,republican,1,0.5242673829673621,0.9375
2010,Texas23,republican,democrat,0,0.0,0.4375
2010,Texas24,republican,republican,1,0.5598402927965397,0.125
2010,Texas25,democrat,democrat,1,0.6582822970449302,0.0
2010,Texas26,republican,republican,1,0.6017122105211237,0.9230769230769232
2010,Texas27,republican,democrat,0,0.0,0.0
2010,Texas28,democrat,democrat,1,0.6870702125292089,0.0
2010,Texas29,democrat,democrat,1,0.7464651572185703,0.125
2010,Texas3,republican,republican,1,0.597453312478349,1.0
2010,Texas30,democrat,democrat,1,0.8248470408283327,0.0
2010,Texas31,republican,republican,1,0.6026796748414028,1.0
2010,Texas32,republican,republican,1,0.5725124316872631,1.0
2010,Texas4,republican,republican,1,0.6879804750884473,0.125
2010,Texas5,republican,republican,1,0.8359497282678422,0.375
2010,Texas6,republican,republican,1,0.6201680792067916,0.75
2010,Texas7,republican,republican,0,0.0,1.0
2010,Texas8,republican,republican,1,0.7256166557482719,0.875
2010,Texas9,democrat,democrat,1,0.936469914338532,0.0625
2010,Utah1,republican,republican,1,0.6485491604738914,0.875
2010,Utah2,democrat,democrat,1,0.6335060647383909,0.5
2010,Utah3,republican,republican,1,0.6561043115877209,0.7692307692307693
2010,Vermont0,democrat,democrat,1,0.8324741490050344,0.4375
2010,Virginia1,republican,republican,1,0.5657605497762925,1.0
2010,Virginia10,republican,republican,1,0.5880151786655423,0.875
2010,Virginia11,democrat,democrat,0,0.0,0.875
2010,Virginia2,republican,democrat,0,0.0,0.5625
2010,Virginia3,democrat,democrat,1,0.9701683866584709,0.375
2010,Virginia4,republican,republican,1,0.5951046421599839,0.375
2010,Virginia5,republican,democrat,0,0.0,0.1875
2010,Virginia6,republican,republican,1,0.6157327972547313,0.6875
2010,Virginia7,republican,republican,1,0.6272033131276237,1.0
2010,Virginia8,democrat,democrat,1,0.6794272951916075,0.3125
2010,Virginia9,republican,democrat,0,0.0,0.1875
2010,Washington1,democrat,democrat,1,0.6775839081792359,0.625
2010,Washington2,democrat,democrat,1,0.6239213469281166,0.1875
2010,Washington3,republican,democrat,0,0.0,0.125
2010,Washington4,republican,republican,1,0.6308794594795263,0.8125
2010,Washington5,republican,republican,1,0.6528065693092401,0.4375
2010,Washington6,democrat,democrat,1,0.6686456412786621,0.0
2010,Washington7,democrat,democrat,1,0.8365294527200681,0.0
2010,Washington8,republican,republican,1,0.5278431415770708,1.0
2010,Washington9,democrat,democrat,1,0.6544593967517401,0.125
2010,West Virginia1,republican,democrat,0,0.0,0.0
2010,West Virginia2,republican,republican,1,0.5706881926180137,0.3125
2010,West Virginia3,democrat,democrat,1,0.6691926405950072,0.0625
2010,Wisconsin1,republican,republican,1,0.6397245137867723,0.4375
2010,Wisconsin2,democrat,democrat,1,0.6933272793950719,0.25
2010,Wisconsin3,democrat,democrat,1,0.6318967452300785,0.5
2010,Wisconsin4,democrat,democrat,1,0.8762643648767208,0.0
2010,Wisconsin5,republican,republican,0,0.0,0.1875
2010,Wisconsin6,republican,republican,1,0.6370885305400501,1.0
2010,Wisconsin7,republican,democrat,0,0.0,0.0
2010,Wisconsin8,republican,democrat,0,0.0,0.8125
2010,Wyoming0,republican,republican,1,0.5258699789642393,0.9375
2012,Alabama1,republican,republican,1,0.8258393534722711,1.0
2012,Alabama2,republican,republican,1,0.5097293496721881,1.0
2012,Alabama3,republican,republican,1,0.5942091158227305,0.375
2012,Alabama4,republican,republican,1,0.9881747102597792,0.375
2012,Alabama5,republican,republican,1,0.5788732394366197,0.0
2012,Alabama6,republican,republican,1,0.9805315144915075,0.6875
2012,Alabama7,democrat,democrat,1,0.7243169920094954,0.0
2012,Alaska0,republican,republican,1,0.6895787052509486,1.0
2012,Arizona1,democrat,republican,0,0.0,0.9375
2012,Arizona2,democrat,republican,0,0.0,0.1875
2012,Arizona3,democrat,republican,0,0.0,0.8125
2012,Arizona4,republican,democrat,0,0.0,0.8125
2012,Arizona5,republican,republican,0,0.0,0.8461538461538461
2012,Arizona6,republican,republican,0,0.0,0.875
2012,Arizona7,democrat,democrat,0,0.0,0.0
2012,Arizona8,republican,democrat,0,0.0,0.6666666666666666
2012,Arizona9,democrat,,0,0.0,0.5
2012,Arkansas1,republican,republican,0,0.0,0.0
2012,Arkansas2,republican,republican,1,0.5790364805645666,0.1875
2012,Arkansas3,republican,republican,1,0.7243507554004183,1.0
2012,Arkansas4,republican,democrat,0,0.0,0.25
2012,California1,republican,democrat,0,0.0,0.25
2012,California10,republican,democrat,0,0.0,0.125
2012,California11,democrat,democrat,0,0.0,0.4375
2012,California12,democrat,democrat,0,0.0,0.5
2012,California13,democrat,democrat,0,0.0,0.0
2012,California14,democrat,democrat,0,0.0,0.4375
2012,California15,democrat,democrat,0,0.0,0.125
2012,California16,democrat,democrat,0,0.0,0.0
2012,California17,democrat,democrat,0,0.0,0.375
2012,California18,democrat,democrat,0,0.0,0.1875
2012,California19,democrat,republican,0,0.0,0.9375
2012,California2,democrat,republican,0,0.0,1.0
2012,California20,democrat,democrat,0,0.0,0.5
2012,California21,republican,republican,0,0.0,0.875
2012,California22,republican,republican,0,0.0,0.8125
2012,California23,republican,democrat,0,0.0,0.3125
